Namespace(batchSize=100, beta1=0.5, cuda=True, dirCheckpoints='/nfs/bigdisk/bsonawane/LightTransfer_Exp/Latent_Space/2_CNN_64//checkpoints/dae-2', dirDataroot='/nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/', dirImageoutput='/nfs/bigdisk/bsonawane/LightTransfer_Exp/Latent_Space/2_CNN_64//images/train', dirTestingoutput='/nfs/bigdisk/bsonawane/LightTransfer_Exp/Latent_Space/2_CNN_64//images/test', epoch_iter=600, f='', gpu_ids=0, idim=32, imgSize=64, location=0, lr=0.0002, manualSeed=None, modelPath='', nc=3, ndf=32, ngf=32, ngpu=1, niter=25, sdim=16, tdim=16, useDense=True, use_celeba=False, use_dropout=0, use_gpu=True, wdim=128, workers=8, zdim=128)
Random Seed:  9623
No previous model found, initializing model weight.
0
Loading Dataset
Path: ['/nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/session01_crops14']
Loading: /nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/session01_crops14 session01
Session:  session01
50190
torch.Size([64, 64, 3]) torch.Size([64, 64, 3])
Path: ['/nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/session_test_crops14']
Loading: /nfs/bigmind/add_ssd/zhshu/data/Multipie/crops14/session_test_crops14 session_test
Session:  session_test
2100
torch.Size([64, 64, 3]) torch.Size([64, 64, 3])
Dataset Loaded
Log done
Iteration[128] loss -- all:  0.1509 .. recon:  0.0939 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0007 .. 
Iteration[129] loss -- all:  0.1561 .. recon:  0.0988 .. tvw: 0.0520 .. br: 0.0044 .. intr_s: 0.0009 .. 
Iteration[130] loss -- all:  0.1503 .. recon:  0.0929 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0011 .. 
Iteration[131] loss -- all:  0.1463 .. recon:  0.0894 .. tvw: 0.0518 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[132] loss -- all:  0.1514 .. recon:  0.0944 .. tvw: 0.0517 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[133] loss -- all:  0.1523 .. recon:  0.0954 .. tvw: 0.0518 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[134] loss -- all:  0.1482 .. recon:  0.0913 .. tvw: 0.0518 .. br: 0.0044 .. intr_s: 0.0007 .. 
Iteration[135] loss -- all:  0.1529 .. recon:  0.0959 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0007 .. 
Iteration[136] loss -- all:  0.1551 .. recon:  0.0981 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0007 .. 
Iteration[137] loss -- all:  0.1475 .. recon:  0.0905 .. tvw: 0.0519 .. br: 0.0044 .. intr_s: 0.0007 .. 
Iteration[138] loss -- all:  0.1569 .. recon:  0.1000 .. tvw: 0.0518 .. br: 0.0044 .. intr_s: 0.0006 .. 
Iteration[139] loss -- all:  0.1525 .. recon:  0.0955 .. tvw: 0.0518 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[140] loss -- all:  0.1509 .. recon:  0.0939 .. tvw: 0.0518 .. br: 0.0044 .. intr_s: 0.0008 .. 
Iteration[141] loss -- all:  0.1463 .. recon:  0.0894 .. tvw: 0.0518 .. br: 0.0044 .. intr_s: 0.0007 .. 
